,username,description,location,following,followers,totaltweets,tweetid,source,tweetdate,tweetlength,likescount,retweetcount,text,hashtags,len_hashtags,city,country,Subjectivity,Polarity,Analysis
888,dan613,"🇨🇦 MEng(Elec), ex-military (#RMC), anti-fascist, anti-racist, pro-science. Born 318.47 ppm CO₂.","Ottawa, Canada",4104,3288,63022,1336747683348951044,APPLE,2020-12-09,138,4,1,thats pretty incredible even month since learned effectiveness covid19vaccine cdnpoli,"['COVID19Vaccine', 'cdnpoli']",2,Ottawa,CANADA,0.95,0.575,Positive
889,EmmaB_24,"Belfast born and bred.
GI Pharmacist currently working in Ulster Hospital.
Occasionally get the tweeting bug.","Belfast, Northern Ireland",388,140,1489,1336747624964239370,ANDROID,2020-12-09,262,2,0,may questions around covid vaccine infertility useful fact checked article explaining evidence pfizer covid19vaccine affects womens fertility science behind,"['COVID', 'infertility', 'Pfizer', 'COVID19Vaccine', 'fertility']",5,Belfast,NORTHERNIRELAND,0.35,-0.05000000000000002,Negative
891,LorenDeFilippo,"#CREi @ColliersCincy @ColliersCLE Director of Research, #Cincinnati, #Dayton, #Cleveland #Akron #ColliersResearch | All Tweets Are My Opinion","Cincinnati, OH USA",531,823,6299,1336747548602675202,WEB,2020-12-09,104,0,0,quotable via supplychain covid19vaccine distribution lastmile,"['supplychain', 'COVID19Vaccine', 'distribution', 'lastmile']",4,Cincinnati,USA,0.0,0.0,Neutral
892,robynicolevine,"🏳️‍🌈 👩‍⚕️, EM physician in south Florida l☀️ state native l proud grad @UNC_SOM and @brownemres | health care is a human right | opinions my own | she/hers","Providence, RI",271,182,233,1336747470873833473,APPLE,2020-12-09,186,20,1,piece pure poetry graced work email inbox eligible schedule appointment covid19 vaccine medtwitter covid19vaccine,"['MedTwitter', 'COVID19Vaccine']",2,Providence,USA,0.5,0.21428571428571427,Positive
894,NorthBristolNHS,"Largest hospital trust in #SouthWest. Providing acute, specialist, maternity & outpatient services at #Southmead & Cossham Hospitals. Feed monitored 9-5 Mon-Fri","Bristol, South Gloucestershire",1732,14151,15857,1336747447729582081,WEB,2020-12-09,274,58,6,exciting great day nhs jude first person bristol give covid19vaccine 98year old jack vokes tuesday thank jude vaccinators done fantastic job week nbtproud,"['Bristol', 'covid19vaccine', 'NBTProud']",3,Bristol,SOUTHGLOUCESTERSHIRE,0.5966666666666667,0.37,Positive
895,SDerringtonMD,"Director of Bioethics and PICU MD @ChildrensLA, mom of 3, mountain lover, passionate about health equity & social justice || expressed opinions are my own","Los Angeles, CA",122,252,18,1336747295816130560,APPLE,2020-12-09,246,1,0,priority receive covid19vaccine go healthcare workers chronic conditions exposure inside outside hospital degree nothing,['COVID19Vaccine'],1,Los Angeles,USA,0.05,0.0,Neutral
896,MsDiva_Fabulous,"🙏 Music lover, Good TV #Marvel, Quotes, Gif appreciator, Favoured Ps.1, 121 #AOAC Earth Element, Titan","London, UK",147,90,18656,1336747253239787520,APPLE,2020-12-09,148,0,0,genuine question masked spring summer initial dosebooster dose non pfizer covid19vaccine,"['Pfizer', 'COVID19Vaccine']",2,London,ENGLAND,0.25,0.2,Positive
898,manNDroberry,RasTafari | RasAscha | A humble nigus nigus I | A stoner | MNR BOSS | a computer geek/hacker... only for those who need A help with their computers am here,"Durban, south africa",1228,687,2707,1336746958808113154,ANDROID,2020-12-09,155,0,0,check doctors case covidhoax covid19vaccine covid19,"['covidhoax', 'COVID19Vaccine', 'COVID19']",3,Durban,SOUTHAFRICA,0.0,0.0,Neutral
899,LauraMcShaneCLE,Committed to living small-  https://t.co/Gpye2ygHxA   see https://t.co/baV4pbwvFu photos and opinions posted are mine,"Cleveland, OH",5001,2705,56392,1336746801144111105,WEB,2020-12-09,266,0,0,pls see healthoutcomes covid19vaccine concern everyone coverage eric j brewer,"['healthoutcomes', 'COVID19Vaccine']",2,Cleveland,USA,0.0,0.0,Neutral
902,Dr_Finn_,"Feminist, sociologist, geography interloper. Higher Education, student & graduate (im)mobilities. Reader in Learning & Teaching @ Manchester Met. she/her","Manchester, England",2015,2892,9274,1336746614447366148,ANDROID,2020-12-09,108,107,0,gran 90 christmas eve covid19vaccine appointment tuesday happy family right,['COVID19Vaccine'],1,Manchester,ENGLAND,0.7678571428571428,0.5428571428571429,Positive
903,RRobinsonLD,"Father & husband, singer, cross-country skier, accountant
LibDem Parliamentary Candidate 2015 & 2017","Petersfield, Hampshire",1101,296,4146,1336746436701151233,APPLE,2020-12-09,147,4,0,thank covid19vaccine shot today shes excited amp ill effects,['COVID19Vaccine'],1,Petersfield,HAMPSHIRE,0.875,-0.0625,Negative
904,CaptPolitical,Often opiniated but willing to listen and learn.  Getting less interested in life on social media.  INFJ,"Pickering, Ontario, Canada ",1001,337,12124,1336746403062829062,WEB,2020-12-09,200,2,0,suddenly overcome newswe vaccine put pipe smoke never trust conservative cdnpoli covid19 covid19vaccine,"['cdnpoli', 'COVID19', 'COVID19Vaccine']",3,Pickering,CANADA,0.5,0.0,Neutral
906,MidwstCaptalist,"Just some dude from Minnesota who loves whiskey, guns, hockey, and MMA. I belong to no party #Liberty","Minnesota, USA",569,269,355,1336746312906264576,APPLE,2020-12-09,88,0,0,needed another deterrent taking covid19vaccine,['COVID19Vaccine'],1,Minnesota,USA,0.0,0.0,Neutral
908,1059TheRegion,"#80s90sNow music mix + York Region news, traffic & weather. FB/Insta: 1059TheRegion. Tune us in at 105.9 FM 🎙 Stream live👇","York Region, Ontario",4312,6206,44740,1336746183033827330,WEB,2020-12-09,297,4,1,snowy slushy sloppy drive afternoon please take care roads afternoonswithamber air 26pm joined today karen covid19vaccine information approved yorkregion tcovqbdnplk48,"['AfternoonsWithAmber', 'Covid19Vaccine', 'YorkRegion']",3,York Region,CANADA,0.75,-0.4166666666666667,Negative
912,GamesSykes,"Father to an amazing Daughter First,PS4, Battlefield,CoD MW warrior, Solo player, fps.","Winnipeg, Manitoba",220,78,3410,1336746099801874433,APPLE,2020-12-09,168,0,0,person multiple health issues decided help governments wont getting covid19vaccine fall 2021 earliest,['COVID19Vaccine'],1,Winnipeg,MANITOBA,0.0,0.0,Neutral
913,AvenueComms,"We are a Montreal-based full-service communications and public relations firm. 
We are experienced, attentive and results-oriented.
And, we’re fun to work with.","Montréal, Québec",1522,217,683,1336746009989419009,WEB,2020-12-09,140,0,0,prediction canada falls love majgen dany fortin vaccinecommander danyfortin competence covid19vaccine,"['vaccinecommander', 'danyfortin', 'competence', 'COVID19Vaccine']",4,Montréal,QUBEC,0.6,0.5,Positive
914,tuikonda,*God created me and said -go figure- I took it literally#Actuary,"Nairobi, Kenya",644,135,635,1336745975310938116,ANDROID,2020-12-09,129,0,0,wakuu already jetting country covid vaccine injection rest god fight battles covid19vaccine,['COVID19Vaccine'],1,Nairobi,KENYA,0.0,0.0,Neutral
915,NewsRadio930,"Buffalo News, Talk, Weather. Home of David Bellavia, Rush Limbaugh, and Tom Bauerle. Radio News Leader and The Voice of Buffalo. Send tips to: newsroom@wben.com","Buffalo, N.Y.",2469,27467,165255,1336745963969503232,TWEETDECK,2020-12-09,124,4,0,wny expected receive 14500 doses covid19vaccine first round made available nys,['COVID19Vaccine'],1,Buffalo,USA,0.3833333333333333,0.0875,Positive
918,ColinAngus,Sometimes I actually make stuff work,"South East, England",360,70,1407,1336745769802600449,WEB,2020-12-09,271,0,0,new vaccines great safe pfizer given indemnity amp protection legal action proves beyond reasonable doubt management pfizer trust hold still sir little prick covid19vaccine,['COVID19Vaccine'],1,South East,ENGLAND,0.3880681818181818,0.2561079545454546,Positive
921,waabbaC,,"London, England",305,82,3210,1336745556488708102,APPLE,2020-12-09,106,0,0,people look nicer mask mouth shut wearmaskprotectlife covid19vaccine covidsecondwave,"['WearMaskProtectLife', 'COVID19Vaccine', 'COVIDSecondWave']",3,London,ENGLAND,0.0,0.0,Neutral
925,rubin_allergy,"Board-Certified Allergist/Immunologist | #Girldad | Alum of @CWRUSOM, @UIC_COM, and @WUSTLmed | Working to demystify allergies! #AIMedEd #MedTwitter","Naperville, IL",270,197,641,1336744953435860995,WEB,2020-12-09,189,1,0,maybe covid19vaccine confusion due linguistic differences example ive never heard word jab used reference vaccination recently,['COVID19Vaccine'],1,Naperville,USA,0.24166666666666667,-0.008333333333333331,Negative
928,KevCooper27,Comms Strategist|PR|#LGBTQ rights|Proud Feminist ⚡ @yorkualumni| VP Sponsorship for @startproud & @ACToronto| Bis Devp Mgr▪Tweets my own- RT Not Endorsements,"Toronto, Ontario",2822,2184,27928,1336744912042254348,ANDROID,2020-12-09,79,1,0,folks getting covid19vaccine q2 2021,['COVID19Vaccine'],1,Toronto,CANADA,0.0,0.0,Neutral
929,ask_dr_,Ask Doctor #covid19 ⬇️,"Berlin, Germany",36,39,151,1336744876684271618,ANDROID,2020-12-09,245,1,0,ask dr corona virus vaccine available submit questions link askdr covid19 covid19vaccine covidsecondwave covid vaccination vaccine doctor health,"['Ask', 'askdr', 'COVID19', 'COVID19Vaccine', 'COVIDSecondWave', 'COVID', 'vaccination', 'vaccine', 'Doctor', 'Health']",10,Berlin,EUROPE,0.4,0.4,Positive
934,george_letsos,"Father x3, Husband, Teacher, Coach, Mentor, Outdoor Guy. Go Habs.","London, Ontario",182,286,624,1336744528414466048,APPLE,2020-12-09,147,33,0,set modelun tmrtopic equitable global distribution covid19vaccine oaksworldissues ss,"['ModelUN', 'COVID19Vaccine', 'oaksworldissues']",3,London,CANADA,0.0,0.0,Neutral
935,CommonHealthACT,"We Make It Easy to be Equitable.™ 
CommonHealth ACTION develops people and organizations to produce health through equitable policies, programs, and practices.","Washington, DC",2449,2904,17844,1336744397740838912,COSCHEDULE,2020-12-09,245,0,0,mass vaccinations covid19 mindblowing challenge alabama poor rural states overcoming distrust covid19vaccine survival instincts via rural health sdoh,"['covid19vaccine', 'Rural', 'Health', 'SDoH']",4,Washington,USA,0.19999999999999998,-0.13333333333333333,Negative
939,kcwebguy,"🙏🏻 Jesus Follower, Father, Son, Patriot, Citizen, Web Developer, Agency Owner. MAGA, Save the Children 💥💥💥","Garden City, Missouri",4978,3229,2564,1336744093163155456,APPLE,2020-12-09,57,1,0,covid19vaccine dont,['COVID19Vaccine'],1,Garden City,USA,0.0,0.0,Neutral
941,Fermitthakrog8,"Twitch- https://t.co/HLkWGw9qIe
Instagram- fermitthakrog
Feel free to DM me for more info :)","Edmonton, Alberta",1081,251,20270,1336743857187291141,ANDROID,2020-12-09,182,0,0,begins complete dystopia government saying cant go newworldorder dystopian covid19vaccine mandatoryvaccination vaccine,"['NewWorldOrder', 'dystopian', 'COVID19Vaccine', 'mandatoryvaccination', 'vaccine']",5,Edmonton,ALBERTA,0.4,0.1,Positive
947,ayeshabasheyy,"My 2 cents💁. 
Medicine.☤.
New account, same old rants.","Islamabad, Pakistan",844,177,1033,1336743485161041920,ANDROID,2020-12-09,175,0,0,cant believe africa better america health system overwhelmed yet africans living normal life covid19 covid19vaccine,"['COVID19', 'COVID19Vaccine']",2,Islamabad,PAKISTAN,0.575,0.325,Positive
948,vikkyleung,@SickkidsNews Emergency RN. Clinical Instructor. BLM ✊🏿 She/Her 🌈 There is no Planet B 🌎 All views expressed are mine #NurseTwitter,"Toronto, Ontario",555,409,1862,1336743475203682304,ANDROID,2020-12-09,237,5,0,instead doubting vaccine quickly developed consider questioning never collaboratedmobilized technology medicine amp engineering create lifesaving vaccines past covid19vaccine publichealth,"['COVID19Vaccine', 'PublicHealth']",2,Toronto,CANADA,0.275,-0.075,Negative
956,RationalEarth,"An engineer and organic farmer interested in innovative, peaceful, and sustainable solutions.","Michigan, USA",642,107,3678,1336743029168750592,WEB,2020-12-09,71,0,0,excellent quick video covid19vaccine,['Covid19Vaccine'],1,Michigan,USA,0.75,0.6666666666666666,Positive
958,EliW47300079,https://t.co/NoU5NOlYxW,"New York, NY",18,5,92,1336742802852618240,WEB,2020-12-09,194,0,0,suffering covid track suffer years come covid19 covid19vaccine coronavaccine coronavirusvaccine vaccination vaccine covid19,"['COVID19', 'COVID19Vaccine', 'CoronaVaccine', 'CoronavirusVaccine', 'vaccination', 'vaccine', 'COVIDー19']",7,New York,USA,0.0,0.0,Neutral
961,SalikAleemMD,San Diego. Karachi. Philadephia. Pittsburgh. Roanoke. Pulmonary and Critical care fellow at Carilion Clinic,"Roanoke, VA",56,24,42,1336742593586192384,APPLE,2020-12-09,163,2,2,mistrust vaccinations wasnt enough see multiple news outlets publicising vaccine uk jabs ridiculous words matter covid19vaccine,['COVID19Vaccine'],1,Roanoke,USA,0.5,-0.1111111111111111,Negative
962,donsin4,I am a respirologist at St. Paul's Hospital and my main research interest is finding innovative new therapeutic solutions to patients with COPD,"Vancouver, British Columbia",46,720,955,1336742590733905920,WEB,2020-12-09,151,1,0,data confusing hard follow also reduces public confidence efficacy covid19vaccine,['COVID19Vaccine'],1,Vancouver,BRITISHCOLUMBIA,0.3361111111111111,-0.19722222222222222,Negative
968,LloydLongfield,Federal Member of Parliament representing Guelph. Collaborator - Innovator - Connector,"Guelph, Ontario",2849,7562,9873,1336742154740359171,WEB,2020-12-09,278,2,1,detailed updated information vaccines found covid19vaccine reviewed ensure safe effective stop spread covid19 canadian approval comes 40000 test sample analysis first one cleared rolling,"['COVID19Vaccine', 'COVID19']",2,Guelph,CANADA,0.5958333333333333,0.4375,Positive
969,FlamingIdiot1,Spurs fan. Writer of new comedy @ScumbagsTV #ScumbagsTV Watch trailer: https://t.co/LdFa15kg0H Labour voter and supports #secondreferendum wants to #endlockdown,"Leigh-On-Sea, Essex, UK",1055,397,11302,1336742130073657349,APPLE,2020-12-09,255,3,0,one rule us one rule sanctimonious media elites yet dont even follow rules covid19vaccine covid19 boycottskynews boycottmainstreammedia endlockdowns,"['COVID19Vaccine', 'COVID19', 'BoycottSkyNews', 'BoycottMainstreamMedia', 'endlockdowns']",5,Leigh-On-Sea,ESSEXUK,0.0,0.0,Neutral
971,Gold_Dana,Academic researcher & writer | Mama to a beautiful girl & black kitty | חזק ואמץ 🇨🇦🇮🇱 (Tweets are my own),"Toronto, Ontario",1253,603,4058,1336741975672942593,APPLE,2020-12-09,106,0,0,chanukah miracle health canada approves pfizerbiontech covid19vaccine,['COVID19Vaccine'],1,Toronto,CANADA,0.0,0.0,Neutral
972,tea_milk2sugars,,"London, England",8,7,111,1336741920115200004,APPLE,2020-12-09,92,0,0,going day vaccine covid19 covid19vaccine,"['vaccine', 'COVID19', 'COVID19Vaccine']",3,London,ENGLAND,0.0,0.0,Neutral
975,ThinkinSoldier,Just a grunt that used his GI Bill to get an education.,"Honolulu, HI",6,0,34,1336741811520327680,APPLE,2020-12-09,157,0,0,lets real really methodology two sides covid19 biddenharris2020 pfizer researchmatters covid19vaccine,"['COVID19', 'BiddenHarris2020', 'Pfizer', 'ResearchMatters', 'COVID19Vaccine']",5,Honolulu,USA,0.30000000000000004,0.30000000000000004,Positive
976,Ainsworth_Si,"Workforce Matron,
NHSP Lead,
RSCN,
Greater Manchester -
Views are my own","England, United Kingdom",350,502,942,1336741534578970625,ANDROID,2020-12-09,102,16,0,proud amazing day great team work whole trust covid19vaccine team,"['PROUD', 'COVID19Vaccine', 'team']",3,England,ENGLAND,0.7625,0.6000000000000001,Positive
978,rubin_allergy,"Board-Certified Allergist/Immunologist | #Girldad | Alum of @CWRUSOM, @UIC_COM, and @WUSTLmed | Working to demystify allergies! #AIMedEd #MedTwitter","Naperville, IL",270,197,641,1336741506145771522,WEB,2020-12-09,286,2,1,hey anyone know ingredients covid19vaccine would helpful know significant amount usual allergen suspects vaccines egg gelatin neomycin etcaimeded medtwitter tcoe5nfasw3ld,"['COVID19Vaccine', 'allergen', 'AIMedEd', 'MedTwitter']",4,Naperville,USA,0.5625,0.0625,Positive
981,JeffWaldmanHR,"HR for growing/scaling SMBs. HR Tech Startup Advisor. Founder @SocialHRCamp. HR tech, HR strategy, employee engagement. Hard of hearing advocate. @First30Ready","ÜT: 43.86405,-79.437641",4385,11222,22237,1336741388331995144,ANDROID,2020-12-09,275,0,0,im vaccines someone please tell vaccine ingredients reason canadians covid19 canada covid19vaccine,"['Canadians', 'COVID19', 'Canada', 'COVID19Vaccine']",4,ÜT: 43.86405,,0.0,0.0,Neutral
982,TsogoTau,"For bookings: booktsogotau@gmail.com
""Blessed"" 🙌🏾🙏🏾🙌🏾 Music Video OUT NOW.  Click Link Below⬇️⬇️⬇️","Pretoria, South Africa",555,538,6602,1336741373157007366,WEB,2020-12-09,190,2,1,covid19vaccine amakhosi4life covid strength might covid discriminate youre viewing tweet rn youre blessed,"['COVID19Vaccine', 'Amakhosi4Life', 'COVID']",3,Pretoria,SOUTHAFRICA,0.0,0.0,Neutral
984,uskokatwit,"Toque clad, aspiring philosopher with a penchant for justice, accountability and enduring conflict resolution. Founding/single member of Thinking Beyond Borders","Beautiful, yet rugged Muskoka",680,314,10524,1336741186405601283,APPLE,2020-12-09,208,0,0,requested mr otoole feel jump queue offer first well bring along mr poilievre ms remplegarner cpc volunteers covid19vaccine,['COVID19Vaccine'],1,Beautiful,USA,0.3333333333333333,0.25,Positive
